comment,labels
"8.Комментаторы комментируют пост с комментариями комментаторов, комментирующих комментатора комментатора
",1
"Были проблемы иные...: потребовалось сделать так: B сразу заработали все виртуалки
",0
"Тут они сами намудрили, т.к. подписались что Хариеры заменят на F35 и не только они но и Европа. Там список закупок в результате вышел больше чем им надо, и часть производили в самой Европе. Вобщем кинуть не получилось и надо все выкупать, а не нужно столько. F22 тяжелее, и проще, основное преимущество F35 что он палубный, но палубники то нужны США, Великобритания ну и ещё парочке стран европейских по паре штук. Сокращённый взлёт и посадка тоже сомнительное преимущество учитывая что он сказывается на ценнике и надёжности.
",0
"Организации в отчётах занижают цифры, чтобы меньше налогов платить,а не какой то дядя по желанию левой пятки документы с цифрами каждый квартал готовит. Перепроверить можно, но дорого и сложно. Для адекватной статистики нужно собрать независимые данные в объёме хотя бы нескольких тысяч (сайты с вакансиями не подойдут тк там редко пишут реальную зп). Этим как то раз даже штаб навального занимался, получили смешные суммы из опроса 1000 человек. Правда, когда добавили голослвалку на сайт, то цифры резко стали отличаться и от их телефонной статистики, но не потому что кремлеботы набежали. Просто работающее население на должностях получше, чем 1000из опроса. Инженеры, ведущие специалисты и тд о поделились в комментариях иныормацией о том, кто где кем и сколько получает.
",0
"Тоже самое , что и 2 тысячи в одном поезде)
",0
"Вы не о том говорите. Контроль подразумевает воздействие. Ваш работник регулярно опаздывает. В чем будет заключаться ваш контроль? К Ну а о мотивации... Я пытался плавно подвести к тому, что 90 людей, которые имеют внутреннюю мотивацию, не извне, быстро получают навыки, карьерный рост и сопутствующие плюшки. Все остальные мало получают не потому что работа у них говно. Они работают на хреновой работе, потому что хреновые работники. Не наоборот. Т.е. вы путаете причины и следствия.
",0
"А вариант на восьмое марта тогда какой?
",0
"Да, а то родится грязнокровка, и не сможет занять место модератора
",0
"у вас хоть под балконом, у меня балкон полностью засран, полностью эти твари засрали его на НЕДЕЛЮ!! тупо места чистого нет хз в чем дело я их не подкармливал вовсе
",1
"Это так не работает. Фаза и батарея должны быть.
",0
"Интеллегентные славяне)
",1
"Далеко не все болезни одинаковы, есть чисто детские, есть чисто взрослые. Даже если болезни одинаковые, протекают и лечатся они у детей и взрослых зачастую по-разному
",0
"Егор это медиакорм, а не какое-то лицо русского народа. Есть же НДП !
",1
"Нууу, не удивительно. Нажрался небось и нес хуйню всякую..
",1
"Так никто не отрицает существование огромных динозавров. Но это скорее редкость, хорошо запоминающееся. Большинство были гораздо скромнее размером
",0
"Если че - я лично с этим мнением полностью согласен. Могу сравнить Москву с некоторыми другими городами Европы и СНГ.
",0
"Ага и вы в ней чужие. Уезжайте, вам тут не рады.",1
"В свое время всем подряд предлагали берцы от Восток Сервис и они на самом деле были всем хороши, вот только скользили ужасно. 100 правда. Осенью купил их зимники. Удобные, в меру теплые, но для зашей зимы непригодны, первые минут 5 после выхода на снег - ебаный каток. Потом, видимо, подошва подмерзает и становится получше, но не отлично
",0
"Если есть оборудование - да. Там был вопрос в том, что в штате нет оборудования, которое работало бы с нужной скоростью. И инвестировать в его закупки никто не хочет.
",0
"Запись лекции будет? В прошлый раз, я помню, какой-то анон сюда скидывал лекцию про Италию.
",0
"А имеет ли смысл сейчас брать 1080ti , если стоит обычная 1070 12Gb или подождать и брать 2080ti?
",0
"я вам написал, что им так дешевле, отопление нужно не всегда, и газ там нифига не дешевый, они его не добывают а закупают у России, а еще твердотопливные котлы тупо проще в установке, проще переносят длительные периоды бездействия в теплый период, и в германии довольно развито лесное хозяйство (уход за лесонасаждениями, в следствии чего довольно много древесных отходов, пригодных для топки, аккумуляторы помогут, они позволяют сгладить избыточную генерацию например солнечным ветренным днем, когда сеть не может потребить всю генерируемую энергию, это одна из проблем альтернативной энергетики, энергии или много или мало, и это плохо прогнозируется, и если недостаток энергии компенсируется сжиганием газа, то избыток надо сбрасывать, желательно с получением хоть какой-то прибыли или накапливать в аккумуляторах.
",0
Просто даже аутичные потуги что-то придумать зашли нахуй в неизвестном направлении.,1
"А почему почти все мошенники в таких историях просят на ВТБ?
",0
"На сколько я знаю, оборотные градусы - это процентное содержание в напитке 96 - процентного этилового спирта. В стандартной водке, например, 40 об. градусов, а содержание спирта - что-то около 37 - 38 градусов
",0
"Завидую прям. У меня в деревне дом от деда достался. Только вот дороги нет. А так хочется постоянно туда ездить, а не только в сухую погоду летом.
",0
"суть таких жестов - популизм и пиар. Если в отмене банкетов был смысл - экономия, ибо деньги еще не были потрачены. То здесь наоборот просрали кусочек бюджета, ради бесполезного для общества жеста ,
",0
"а если бы мульт нашёл? честно, я бы взял.
",0
"о, у нас такой есть. Monkey Bread - только сладкий и без кунджута. Корица, коричневый сахар. Похож на Cinnamon Buns. И выпекают не в круглой форме, а в виде буханки. Я это не к тому, что у вас что-то неправильно, просто - как вариант.
",0
"А нахуя мы тогда налоги платим, пусть сами бюджет пополняют.
",0
"50 человек 33 машины это как? и вообще зачем делать инфографику для очевидных вещей?
",0
"Чинить, один хрен - не найдут: не в их интересах
",0
"Годами это я про авто конечно. Но ижак или урал у нас в магазинах не продавался. Только минск и восход. Но это больше для подростков, взрослые брали ижи и уралы как замена автомобилю.
",0
"Мое мнение, что квартал максимум ты протянешь. Сбросишь 30-35кг и потом вернешься до 120кг.",0
"Я так понимаю такая политика не во всём газпроме, сам работаю в газпром переработке и у меня у напарника открытое ИП. Хотя может это относится к определённым должностям
",0
"А покажите процесс, пожалуйста!",0
"Разговаривать лучше с человеком) но конечно джин и джинн это большая разница)
",0
"простой гуглопоиск по картинке
",1
"Запретить рабочий день больше 8 часов? Отчасти. именно за это выступали рабочие в 19-20ом веке и выходили на стачки революции. Именно благодаря трудовой инспекции у нас сейчас такие комфортные условия труда. Иначе был было 18 часов у ВСЕХ работодателей: не нравится - иди нахуй, всегда будут какие-нибудь гастеры, которые будут за 3 копейки работать.
",0
"Все образованные давно съебались и переобулись в хохлы. мимоДонецк
",1
"когда ты вводишь какие-то сущности и наделяешь их свойствами не позволяющими наблюдать их и их действия никакими способами. Это не про диалектику, дебич. Никто там ничег оне вводит - всё берётся уже из того, что и так есть, из человеческого языка, понятий.
",1
"Контролируются не сварные швы а сварные соединения ( сварной шов, зона сплавления и зона термического влияния)!
",0
"Автоматически это как? какой алгоритм?По факту чего , наличия перелома?
",0
"Да не обязательно, отучилась на инженера и работает по специальности
",0
"Это касалось только чоп, тут имение только их , норма видимо вводилась под конкретную контору
",0
"Немного упростил, сам не слишком знаком с идеализмом, теизмом и т.п. Спасибо за поправку.
",0
"К нам как то Смысловые галлюцинации заезжали в Планетарий. Билеты достались на шару, взял знакомую. Так вот. Я отошёл в сторонку от танцпола, прислонился спиной к стене и стоял так, прикрыв глаза и наслаждался. Это не тот звук, что в наушниках или в машине. Это-то живая музыка. Открываю глаза- знакомая прыгает, танцует, радуется, а рядом куча народу с мобилами... Вот и приплыли, думаю...
",0
"бывало и у меня - в 17м году практически каждый день наебенивался в дребадан и белку както словил, и припадками накрывало 6 раз, когда внезапно отруб, потом открываешь глаза - валяешься на полу и нихера не помнишь минут 10. в принципе я тогда и думал отпилиться именно в синем угаре - не мог себе смерть подруги простить, потом рассосалось - понял что проёбываю свои мозги и этим я ничего не сделаю, и просто взял и прекратил, отлежался, занялся работой, позволяя себе только для перезагрузки раз в неделю. потому как ударные дозы несколько дней - да, это жопа потом на бодуне - сердце так и выпрыгивает.
",0
"То есть что то может быть хуже Китая...
",0
"Я тоже. Ладно мы, у нас еще сто лет назад власть захватил открыто антирусский режим. Мордор он и есть Мордор. Но у них-то еще совсем недавно все было хорошо и никто бы не мог даже представить такого пиздеца.
",0
"Пиздос, высрали двух балерин на чемпионат мира, и обе хачёвки. Русских не было, что ли?
",1
"в рф последнее время пошла тенденция от обычного молока вообще отказываться, какое еще лакоство
",0
"сетовать на фальсификацию истории, что является лакмусовой бумажкой графомана за бюджетные средства Так вот оно что. Я давно подозревал, что Ебжен сидит на зарплате Кремля - и тут такое доказательство. Браво!
",1
"Видел на ютубе видео, где опрыскивали автостекла. А с них дождь как с гуся вода.
",0
"Животные ростят животных
",1
"Не говорите ерунды, никаких коров не хватит что бы обеспечить энергией хотя бы Россию, даже одна атомная электростанция даст больше энергии чем все коровы планеты.
",0
"Это Россия. Это дикая страна, в которой живут бедные и замёрзшие, а оттого злые и дикие люди.",1
"бил бабу по ебалу еще до того, как это стало мейнстримом
",1
"Не не, с вокзала только вызывать местную службу такси. Номер пробивается в интернете заранее. А автобус ещё дешевле. Надеюсь, с развитием интернета эта мошенническая профессия - вокзальный бомбила - доживает последние дни. Нахуй этих ушпырков, никто по ним скучать не будет.",1
"Пиздец было стыдно, когда меня соседка с собой звала, тип прогуляться Поручик Ржевский рассказывает: - Подошла ко мне маленькая девочка и говорит Дяденька дайте денежку, а вы меня выебете. И так жалобно мне стало,я аж расплакался. - А что дальше? - Что, что ... ебу и плачу,ебу и плачу
",1
"Что за ебанутая хуйня? Чувак просто ходил с маской и раздвал какую-то хуйню, на которую всем похуй и его хотят набутылить? Что за пиздец?
",1
"Число проституток в Израиле продолжает расти На минувшей неделе в ходе ежегодной конференции по положению женщин, проводившейся Институтом еврейских исследований имени Шехтера в Иерусалиме, был представлен доклад, в котором рассказывалось о сексуальной эксплуатации в Израиле. Согласно этому докладу, как пишет газета The Jerusalem Post, в настоящее время в проституцию в Израиле вовлечены около 14 тысяч человек, 95 из них женщины. Особо отмечается, что примерно 3000 среди них несовершеннолетние. Исследователи пришли к выводу, что возраст первого опыта проституции у некоторых 13 лет. Вновь, как и в предыдущих исследованиях, отмечается, что многие проститутки пережили сексуальное насилие в детстве. В докладе сказано, что только у 20 проституток в конечном итоге получается самостоятельно прекратить заниматься торговлей своим телом. Если данные, приведенные в докладе верны, то за последние два-три года число проституток в Израиле выросло на 14 . Ранее редакция NEWSru.co.il публиковала данные Национального исследования о проституции в Израиле 2016 года, согласно которому на тот период проституцией в Израиле занимались около 12 тысяч человек (95 женщины, 11 несовершеннолетние). По данным этого исследования, 43 проституток родились в Израиле, 52 составляют бывшие уроженки стран бывшего СССР. Причем 86 проституток еврейки, 97 гражданки Израиля. У 62 проституток есть дети. У 81 из них дети до 18 лет. 25 проституток обслуживают более семи клиентов в день. 66 женщин заявляют, что пришли к проституции из-за тяжелой финансовой ситуации. 7 из-за наркотиков. Свыше 80 проституток заявляют, что испытывают издевательства (физические или вербальные) со стороны клиентов. 76 людей, занимающихся проституцией, говорят, что хотели бы заниматься другой работой. Напомним, что 31 декабря 2018 года во втором и третьем чтении Кнессетом был утвержден законопроект о запрете на приобретение услуг проституток. Это был один из последних законов, принятых Кнессетом 20-го созыва. Законопроект был подан министром юстиции Айелет Шакед. Закон вступит в силу в июле 2020 года. Согласно этому закону, приобретение секс-услуг и пребывание в месте, где предоставляются такие услуги, будет считаться уголовным преступлением. Размер штрафа за приобретение секс-услуг составит 2.000 шекелей за первое нарушение и 4.000 за повторное нарушение. В отдельных случаях прокуратура может предъявить обвинения в уголовном преступлении, и тогда максимальный размер штрафа составит до 75.300 шекелей. Кроме того, полицейские смогут выписывать штраф всем присутствующим на месте преступления, не занимаясь выяснением обстоятельств их присутствия в месте, предназначенном для покупки секс-услуг. Проводившийся нашей редакцией в 2017 году опрос показал, что большинство наших читателей выступают за легализацию проституции в Израиле и не поддерживают инициативу о наказании клиентов проституток. Причем такое отношение к проблеме проституции остается неизменным в течение многих лет.
",0
"А, ок, камент на месте, просто зашел проверить. Ю смель ляйк эболя можно было бы еще добавить или цок-цок-цок там, но необязательно, самое главное - на месте, да.
",0
"Блядь, а ведь похоже!!!!!!!",1
"Ну так и есть. Заводы, производители светодиодов, дают производителям телевизоров гарантию 3 (ТРИ!) года. Много общался с официалами - у них нормальный расчетный срок службы 3-4 года(кроме топовых моделей - там 5-6). А если берём какой-нибудь телефункен - если 1,5 года отработал - уже чудо! Т.к. там ток в 1,5-2 раза выше заявленного у светодиодов, так и светодиоды подвальные китайские.
",0
"А почему для других регионов другие отрасли?
",0
"самаутвердился граматный ты наш?
",1
"С 1 апреля пять миллионов украинцев могут остаться без воды из-за долгов водоканалов. Об этом в четверг, 21 марта, заявила вице-президент Ассоциации Укрводоканалэкология Ольга Бабий на пресс-конференции в Киеве, сообщает Укринформа. Ассоциация водоканалов решила предупредить о возможности наступления последствий. Мы сейчас говорим о том, что около пяти млн населения Украины, если никто не вмешается, с 1 апреля останутся без воды , - сказала Бабий. Она отметила, что с 1 января 2019 вступил в силу Закон Украины о рынке электроэнергии, который должен разрушить монополию облэнерго на поставку электричества. Поэтому водоканалы могли бы покупать на рынке дешевую электроэнергию. Но, по новому закону, поставки электроэнергии осуществляются при условиях 100 предоплаты за услугу. А у водоканалов за последние пять лет накопились долги за потребленную электроэнергию на общую сумму шесть млрд грн. По словам Бабий, долги водоканалов перед энергоснабжающими компаниями возникли из-за того, что в тарифах на воду не был учтен рост цены на электроэнергию, стоимость которой для водоканалов выросла с 25 до 37 . Согласно требованиям закона все водоканалы, согласно новому закону, должны заключить договора на поставку электроэнергии на свободном рынке. Но когда эти предприятия начали проводить тендеры на закупку дешевой электроэнергии, на тендеры не приходили энергоснабжающие розничные компании. Они говорили: Вы ненадежные плательщики, вы не будете вовремя платить , - сообщила вице-президент ассоциации. По ее информации, сейчас около 30 водоканалов, которые не заключили договора, получают электроэнергию от поставщика последней надежды , которым было определено ГП Укринтерэнерго. Но и перед Укринтерэнерго у многих водоканалов возник долг, связанный с несоответствием тарифов на воду новым ценам на электричество. Как известно, 1 апреля истекает срок потребления электроэнергии от поставщика последней надежды , поэтому водоканалы могут быть отключены от электроэнергии. Это означает гуманитарную катастрофу для более чем пяти млн человек, подчеркнула Бабий. Мы требуем, чтобы была собрана СНБО по этим вопросам. Срочно надо продлить срок сотрудничества с поставщиком последней надежды еще на три месяца. НКРЭКУ должна немедленно установить экономически обоснованные тарифы для обеспечения их деятельности. Правительство должно выделить средства на покрытие разницы в тарифах из государственного резервного фонда , - подытожила эксперт.
",0
в два раза больше чем у хохлов,1
"Скучный. 90 времени коты тратят на то, чтобы избавиться от ошейника с камерой. но это не точно
",0
"Пидорашек выселить, а не хохлов Ты сам себе противоречишь, дурачок.
",1
"Смотря какая цель преследуется (далее со слов, кто уже бывал в тех краях): если урбанистические пейзажи интересуют да и в принципе дальше города не ногой -- как и везде, куда приезжаешь можно найти для себя интерес, если природа -- то в трех часах от Мурманска стоит посетить Хибины, а если повезет -- расположенный рядом с ними природный заказник. Ну а при уровне адреналина и желании экстремального отдыха выше 10 -- то тундровый заповедник ждет вас
",0
"У меня 4 верхних передних пломбировано фотопломбами.С 11-12 годов стоят)
",0
"Либертарианство технически невыполнимо в масштабах человечества, потому что не подходит большинству Но оно как раз существует в масштабах человечества, т.к. нет власти над государствами. А ниже все люди объединились своими контрактами. Для полного либертарианского совершенства социальные контракты нужно оформить письменно.
",0
"золото в цене не падает.
",0
"Какое отношение твой лахтодырский сайт имеет к этой теме? Иди нахуй.
",1
"А транспортный налог?
",0
"Его дом, твитер, и ебало
",1
"пошли с мужем в спб на салют,не помню какой праздник был,но сам факт как только начался салют все вытащили телефоны начали снимать. нихера не видно из-за них,а главный вопрос зачем??
",0
"Модератор, может почистите скопившиеся репорты?",1
"перенесут ларек, хосспади. а блоггеры быстрее фоткать. Варламов что ли фоткал?
",1
"принципиально глэм, конечно не отличается, но свои яркие особенности всё же имеет и поэтому довольно легко выделяется и узнается: есть типичные рифы для глэма, переборы на клин-гитаре, ритмика в целом, довольно высокий чистый вокал почти всегда, ну и тексты песен конечно. В харде и хевике уже большие вариации с рифами и они другие, другая ритмика, местами упрощение аранжировки и, можно сказать топорность песен по структуре), вокал тут может быть разным от высокого до низкого, исключаем только экстрим-вокал.
",0
"та нахуй оно мне надо, я тупа пажилые отрезки смотрю на ютубе. не ну а що? хардплей дурачок балконный кст
",1
"Нас никто даже желания спрашивать не будет
",0
"Сдохни, нацистское быдло
",1
"Я год только помогаю животным. И я не приют. Никого в клетке не держу, только на карантине Пока за прошлый год около 15 пристроила. Люди адекватные попадались. И понимают, что ждёт в городе животных. Мне везло, я за все время отказала только двум людям. Почти всех по первому звонку пристраивала. Одной девушке из-за самовыгула отказала, она мне тоже говорит, что у нее кошка гуляла на улице и все хорошо было. А когда я спросила , что стала с той кошкой, так ее на улице отравили оказывается. Я полгода назад помогала спасть кота , его собаки погрызли. У кота был вспорот живот, он уползал от людей , ему было больно. Еле из под машины достали. Умер по дороге в клинику, уже агония была. Смерть его была мучительная. Рядом на том месте ,где забрали этого кота , лежал труп другого загрызанного кота. Как раз девушки , что кинула клич о помощи. Он у них самовыгульный был. Если они нового кота заведут, то на самовыгул не будут пускать. Если человек мне объяснит, что да его самовыгульного кота не собьёт машина и он не будет спинальником( а спинальников котов усыпляют , людям пофиг , что их вина и они не хотят заботиться о них, хотя эти кошки при хорошем уходе счастливо живут) , не сгрызет собака и не отравят, то я отдам. Если это частная территория с высоким забором, то да пусть сколько хотят самовыгуливают) А в деревнях может с этим обстоятельства получше обстоят. И животным безопаснее , я не разбираюсь. Наверное, там и сама бы выпускала, если знала, что безопасно)
",0
Узнаю. В детстве у нас некоторые были такие. Кой что даже осталось еще.,0
"Им вроде это и нравится, но по факту прибухнуть хотят романтично, а тут облом...
",0
"Мэдисон Тоже такой же стример Это такой троллинг или тебя мать в детстве роняла? Тебе нравится прикидываться тупым или ты просто тупой?
",1
"Я уже говорил тебе, что такое безумие? Gifx
",1
", жестокость? мне противно видеть такое в ленте пикабу.
",1
"Штурмовик из ЗВ, меха из Titanfall, дракон из Dragon Age и кто-то еще из убитых серий игр.
",0
"В племенах украинцев, особенно западных, с детства прививаются две мысли: 1. Ты самый умный. 2. Ловко наебал - значит молодец, понятия подлость и честь отсутствуют нацело. Поэтому, мой маленький дружок, вся твоя натужная изворотливость не работает. Пообщавшись с тобой пять минут, любой в России поймёт с каким сортом он имеет дело. Даже не разу не услышав мягкий акцент твоей речи.
",1
"Модератор - пидорас и хуесос
",1
"Не Питер ли?) До боли знакомая цифра 424
",0
"Про сладкое не знаю, а вот солёное реально нельзя
",0
"В чем его фишка, первым начал публично психовать?",1
"Бля ты заебал уже. Ты покажи конкретно где шитпост, я вообще не ебу что у тебя в голове.
",1
"тут вот ниже по ветке разошлись мнения. Кто то говорит,что чезет,кто ява. Может явы разные обсуждаются,разные модели,как вариант.
",1
"О, какой классный дизайн. Первый раз вижу дизайн, практически бех изъяна
",0
"Аккреция, как же аккреция?
",0
"Поэтому хохлы и проебали Крым. Потеря территорий в 21 веке вот профицитная задача достойная хохла ебанного.
",1
"Суть: Росстат политизирован на 200 и выдаёт новости какие надо первому каналу ведь ВШЭ провела свои исследования и выяснила что инфа о росте экономки не соответствует действительности. Будет ли он наказан по статье о фейках в сми неизвестно. паста по ссылке: Росстат сообщил о рекордных за почти два года темпах промышленного роста в России по его данным, выпуск промышленных предприятий резко ускорился с 1 процента в январе до 4,1 процента в феврале 2019 года. Расчеты Росстата удивили экономистов, поскольку три предшествующих месяца в экономике наблюдалось поступательное замедление темпов промпроизводства. Об этом пишет газета Коммерсантъ . Как поясняет издание, данные Росстата не соответствуют ни ожиданиям экономистов, ни даже опросным опережающим индикаторам самого статистического ведомства. Аналитики же отмечают, что если принять во внимание сезонный и календарный эффекты, то роста темпов промышленного производства с начала года вообще не наблюдается. МАТЕРИАЛЫ ПО ТЕМЕ 00:01 11 марта Здоровое падение Почему экономические кризисы спасают миллионы жизней, но из-за них умирает так много людей В Высшей школе экономики (ВШЭ) провели собственные расчеты на основании сырой статистики, учли сезонные факторы и пришли к выводу, что в феврале 2019 года никакого роста темпов промышленного производства в экономике России вообще не наблюдается. Во ВШЭ пояснили, что в феврале 2019-го было на один рабочий день больше, чем в феврале 2018-го отсюда видимость роста производства. При этом во ВШЭ отметили, что если при расчетах все же учесть сезонный эффект и календарность, то тогда получается, что промпроизводство два месяца не только не растет, но заметно снижается. Росстат неоднократно подвергался критике за неточные подсчеты. Так, по итогам 2018 года ведомство заявило о росте строительной отрасли России на 5,3 процента, хотя еще в ноябре годовые темпы роста оценивались всего лишь в 0,5 процента. Эти высокие показатели затем позволили Минэкономразвитию оценить рост ВВП по итогам года не на 1,8 процента, как прогнозировалось, а на 2. Аналитики раскритиковали эти цифры и сочли их фиктивными. Методологию Росстата также критиковал первый вице-премьер, министр финансов Антон Силуанов, сказав, что качество расчетов агентства ужасное , а метод непрозрачный . Росстат с 2017 года находится в подчинении у министерства экономического развития, которое возглавляет Максим Орешкин. Ведомством с 2009 по 2018 год руководил Александр Суринов. В декабре 2018-го он подал в отставку, ему на смену пришел бывший чиновник Минэкономразвития Павел Малков.
",0
"Я не могу точно сказать, дело с картой не имел, но склоняюсь все же к тому, что премпы там не подходят для гитары. У меня карта из того же ценового диапазона, Berhinger U-phoria UMC, там они тоже пиздец как хвалят свои преампы MIDAS, но по факту, на гитаре напрямую мыло. Для примера, песдатый встроенный преамп я видел у Олы Инглунда, Apogee Quartet, ну он и стоит больше 100к рублей сейчас. За POD тоже на поясню.
",0
"и носки, почти не ношенные, в полцены.
",0
"хохохо, а ты хорош! В
",0
"Алкоскоты сорвались на визг и перефорс. Браво, пидорашки. Но пора бы вам и покинуть политач.
",1
"химпром тогда еще такого, как сегодня, расцвета не достиг
",0
"Мы переехали на новую квартиру сделали ремонт, я на сносят, роды, дочка, все стерильно в доме. И вот однажды утром проснулись, а в квартире тараканы, без шуток, они пришли и всё. Соседи снизу уехали жить на дачу, как оказалось, соседи сбоку начали делать ремонт, откуда приволоклись, не пойму. Скажу сразу, мы их не вывели, ничем, пока не вывезли всю мебель и заново не сделали ремонт, несколько лет боролись, самые дорогие средства, как нам сказали сотрудники СЭС, если они есть у соседей, то все бесполезно. Всю мебель обрабатывали, чтобы завезти, это был ад.
",0
